Original;BreweryGroup;Lane;Origin;OriginWslr;OriginCity;OriginState;OriginType;Destination;DestinationWslr;DestinationCity;DestinationState;DestinationType;OW_Miles;TR_Loads;BH_Loads;tgt_ded_pcnt;bbls;ActDedicatedPayload;DedicatedLoads;Loads;FilledLoads;TotalLoadsToFill;DedicatedLoadsToFill
827;HTN;KAR1_64230;KAR1;34200;HOUSTON;TX;MB;64230;64230;COMMERCE;TX;WB;274;0;0;0;91;135;\N;1;\N;1;\N
816;HTN;KAR1_64259;KAR1;34200;HOUSTON;TX;MB;64259;64259;PALESTINE;TX;WB;152;0;0;0;73;135;\N;1;\N;1;\N
820;HTN;KAR1_54209;KAR1;34200;HOUSTON;TX;MB;54209;54209;BEEVILLE;TX;WB;182;0;0;0;64;135;\N;0;\N;0;\N
833;HTN;KAR1_64242;KAR1;34200;HOUSTON;TX;MB;64242;64242;ABILENE;TX;WB;352;0;0;0;39;135;\N;0;\N;0;\N
854;HTN;TXLP_34206;TXLP;24200;LAPORTE;TX;DC;34206;34206;AUSTIN;TX;WS;180;11;0;5;29693;141;10;211;11;200;\N
895;HTN;TXLP_94233;TXLP;24200;LAPORTE;TX;DC;94233;94233;MCALLEN;TX;WS;367;9;0;0;18231;130;\N;140;9;131;\N
866;HTN;TXLP_54215;TXLP;24200;LAPORTE;TX;DC;54215;54215;CORPUS CHRISTI;TX;WS;233;12;0;9;17488;135;12;129;12;117;\N
864;HTN;TXLP_84245;TXLP;24200;LAPORTE;TX;DC;84245;84245;LONGVIEW;TX;WS;221;16;0;12;17075;142;15;120;16;104;\N
893;HTN;TXLP_94239;TXLP;24200;LAPORTE;TX;DC;94239;94239;HARLINGEN;TX;WB;348;4;0;0;15438;133;\N;116;4;112;\N
860;HTN;TXLP_64287;TXLP;24200;LAPORTE;TX;DC;64287;64287;TEMPLE;TX;WS;218;8;0;7;14953;132;8;114;8;106;\N
871;HTN;TXLP_31712;TXLP;24200;LAPORTE;TX;DC;31712;31712;BATON ROUGE;LA;WS;266;24;0;21;14903;134;23;111;24;87;\N
858;HTN;TXLP_41732;TXLP;24200;LAPORTE;TX;DC;41732;41732;LAFAYETTE;LA;WS;203;9;0;9;13609;133;9;103;9;94;\N
888;HTN;TXLP_04249;TXLP;24200;LAPORTE;TX;DC;4249;4249;LAREDO;TX;WB;333;5;0;0;12946;128;\N;101;5;96;\N
856;HTN;TXLP_44266;TXLP;24200;LAPORTE;TX;DC;44266;44266;NEW BRAUNFELS;TX;WS;193;43;0;44;12821;134;42;95;43;52;\N
870;HTN;TXLP_81774;TXLP;24200;LAPORTE;TX;DC;81774;81774;SHREVEPORT;LA;WS;253;7;0;7;12340;136;7;91;7;84;\N
851;HTN;TXLP_84257;TXLP;24200;LAPORTE;TX;DC;84257;84257;NACOGDOCHES;TX;WB;153;9;0;10;11921;144;8;83;9;74;\N
880;HTN;TXLP_04276;TXLP;24200;LAPORTE;TX;DC;4276;4276;ALLEN;TX;NE;299;1;0;0;11592;109;\N;106;1;105;\N
872;HTN;TXLP_34254;TXLP;24200;LAPORTE;TX;DC;34254;34254;LLANO;TX;WB;280;1;0;1;10657;139;1;77;1;76;\N
876;HTN;TXLP_14248;TXLP;24200;LAPORTE;TX;DC;14248;14248;FORT WORTH;TX;NE;285;0;0;0;10453;135;\N;77;\N;77;\N
861;HTN;TXLP_64295;TXLP;24200;LAPORTE;TX;DC;64295;64295;WACO;TX;WB;218;13;0;18;9445;136;13;70;13;57;\N
882;HTN;TXLP_14288;TXLP;24200;LAPORTE;TX;DC;14288;14288;TEXARKANA;TX;WB;301;5;0;7;9231;133;5;69;5;64;\N
853;HTN;TXLP_14238;TXLP;24200;LAPORTE;TX;DC;14238;14238;MANOR;TX;NE;175;0;0;0;9188;135;\N;68;\N;68;\N
889;HTN;TXLP_61754;TXLP;24200;LAPORTE;TX;DC;61754;61754;MONROE;LA;WS;337;10;0;15;8750;132;10;66;10;56;\N
899;HTN;TXLP_74298;TXLP;24200;LAPORTE;TX;DC;74298;74298;WICHITA FALLS;TX;WS;397;15;0;0;8037;135;\N;59;15;44;\N
865;HTN;TXLP_04258;TXLP;24200;LAPORTE;TX;DC;4258;4258;CORPUS CHRISTI;TX;NE;233;0;0;0;7656;135;\N;57;\N;57;\N
855;HTN;TXLP_64259;TXLP;24200;LAPORTE;TX;DC;64259;64259;PALESTINE;TX;WB;192;3;0;6;6871;141;3;49;3;46;\N
877;HTN;TXLP_04280;TXLP;24200;LAPORTE;TX;DC;4280;4280;DALLAS;TX;NE;290;0;0;0;6788;103;\N;66;\N;66;\N
859;HTN;TXLP_54209;TXLP;24200;LAPORTE;TX;DC;54209;54209;BEEVILLE;TX;WB;211;1;0;2;6277;132;1;47;1;46;\N
878;HTN;TXLP_04205;TXLP;24200;LAPORTE;TX;DC;4205;4205;DALLAS;TX;NE;290;0;0;0;6059;135;\N;45;\N;45;\N
892;HTN;TXLP_60320;TXLP;24200;LAPORTE;TX;DC;60320;60320;EL DORADO;AR;WS;342;0;0;0;5739;138;\N;42;\N;42;\N
894;HTN;TXLP_60315;TXLP;24200;LAPORTE;TX;DC;60315;60315;CAMDEN;AR;WB;366;4;0;0;4844;134;\N;36;4;32;\N
887;HTN;TXLP_04282;TXLP;24200;LAPORTE;TX;DC;4282;4282;DENTON;TX;NE;321;0;0;0;3003;106;\N;28;\N;28;\N
897;HTN;TXLP_02346;TXLP;24200;LAPORTE;TX;DC;2346;2346;GULFPORT;MS;NE;388;0;0;0;1165;135;\N;9;\N;9;\N
850;HTN;TXLP_04274;TXLP;24200;LAPORTE;TX;DC;4274;4274;BRYAN;TX;NE;143;0;0;0;693;135;\N;5;\N;5;\N
900;HTN;TXLP_04256;TXLP;24200;LAPORTE;TX;DC;4256;4256;WICHITA FALLS;TX;NE;397;0;0;0;298;135;\N;2;\N;2;\N
868;HTN;TXLP_14226;TXLP;24200;LAPORTE;TX;DC;14226;14226;TEMPLE;TX;NE;240;0;0;0;102;100;\N;1;\N;1;\N
962;JKSV;JKSV_20950;JKSV;30900;JACKSONVILLE;FL;BRWY;20950;20950;PENSACOLA;FL;WS;356;132;0;0;173039;144;\N;1200;132;1068;\N
969;JKSV;JKSV_00996;JKSV;30900;JACKSONVILLE;FL;BRWY;996;996;HOMESTEAD;FL;WB;374;142;0;0;163782;137;\N;1193;142;1051;\N
957;JKSV;JKSV_53929;JKSV;30900;JACKSONVILLE;FL;BRWY;53929;53929;PIEDMONT;SC;WB;344;60;2;6;152611;156;60;980;62;918;\N
921;JKSV;JKSV_30958;JKSV;30900;JACKSONVILLE;FL;BRWY;30958;30958;MIDWAY;FL;WS;170;100;26;14;139896;164;121;854;126;729;\N
965;JKSV;JKSV_CRTV;JKSV;30900;JACKSONVILLE;FL;BRWY;CRTV;31000;CARTERSVILLE;GA;BR;358;16;0;0;106156;127;\N;833;16;817;\N
972;JKSV;JKSV_20162;JKSV;30900;JACKSONVILLE;FL;BRWY;20162;20162;LOXLEY;AL;WB;389;64;0;0;94592;147;\N;645;64;581;\N
980;JKSV;JKSV_11056;JKSV;30900;JACKSONVILLE;FL;BRWY;11056;11056;MACON;GA;WS;231;60;0;0;93765;144;\N;650;60;590;\N
971;JKSV;JKSV_10168;JKSV;30900;JACKSONVILLE;FL;BRWY;10168;10168;HARPERSVILLE;AL;WS;387;20;0;0;64120;151;\N;424;20;404;\N
974;JKSV;JKSV_73291;JKSV;30900;JACKSONVILLE;FL;BRWY;73291;73291;WILMINGTON;NC;WB;399;0;0;0;43980;129;\N;342;\N;342;\N
964;JKSV;JKSV_53978;JKSV;30900;JACKSONVILLE;FL;BRWY;53978;53978;SPARTANBURG;SC;WS;358;0;0;0;43578;152;\N;287;\N;287;\N
928;JKSV;JKSV_43975;JKSV;30900;JACKSONVILLE;FL;BRWY;43975;43975;ORANGEBURG;SC;WB;267;0;0;0;34875;152;\N;229;\N;229;\N
973;JKSV;JKSV_30183;JKSV;30900;JACKSONVILLE;FL;BRWY;30183;30183;SELMA;AL;WB;392;0;0;0;32678;154;\N;212;\N;212;\N
968;JKSV;JKSV_33210;JKSV;30900;JACKSONVILLE;FL;BRWY;33210;33210;GASTONIA;NC;WS;368;0;0;0;15670;145;\N;108;\N;108;\N
966;JKSV;JKSV_33213;JKSV;30900;JACKSONVILLE;FL;BRWY;33213;33213;CHARLOTTE;NC;WS;360;1;0;0;11132;133;\N;84;1;83;\N
935;JKSV;JKSV_03906;JKSV;30900;JACKSONVILLE;FL;BRWY;3906;3906;SUMMERVILLE;SC;NE;280;0;0;0;9628;135;\N;71;\N;71;\N
918;JKSV;JKSV_01032;JKSV;30900;JACKSONVILLE;FL;BRWY;1032;1032;SAVANNAH;GA;NE;150;0;0;0;7095;135;\N;53;\N;53;\N
917;JKSV;JKSV_01018;JKSV;30900;JACKSONVILLE;FL;BRWY;1018;1018;ALBANY;GA;NE;187;1;0;0;3611;135;\N;27;1;26;\N
923;JKSV;JKSV_00934;JKSV;30900;JACKSONVILLE;FL;BRWY;934;934;TAMPA;FL;NE;201;0;0;0;3109;115;\N;27;\N;27;\N
920;JKSV;JKSV_10904;JKSV;30900;JACKSONVILLE;FL;BRWY;10904;10904;ORLANDO;FL;NE;155;0;0;0;1907;135;\N;14;\N;14;\N
950;JKSV;JKSV_20925;JKSV;30900;JACKSONVILLE;FL;BRWY;20925;20925;FORT MYERS;FL;NE;334;0;0;0;1641;135;\N;12;\N;12;\N
960;JKSV;JKSV_00930;JKSV;30900;JACKSONVILLE;FL;BRWY;930;930;MILTON;FL;NE;353;0;0;0;830;125;\N;7;\N;7;\N
929;JKSV;JKSV_10907;JKSV;30900;JACKSONVILLE;FL;BRWY;10907;10907;JUPITER;FL;NE;270;0;0;0;111;135;\N;1;\N;1;\N
915;JKSV;JKSV_10908;JKSV;30900;JACKSONVILLE;FL;BRWY;10908;10908;ORLANDO;FL;NE;148;0;0;0;54;135;\N;0;\N;0;\N
905;JKSV;JKSV_91009;JKSV;30900;JACKSONVILLE;FL;BRWY;91009;91009;BRUNSWICK;GA;IA;61;12;0;100;2;151;0;0;12;\N;\N
1048;LA;CAMO_02706;CAMO;80410;MONTCLAIR;CA;DC;2706;2706;NORTH LAS VEGAS;NV;NE;239;2;0;0;46873;103;\N;457;2;455;\N
1058;LA;CAMO_10261;CAMO;80410;MONTCLAIR;CA;DC;10261;10261;PHOENIX;AZ;WS;343;9;0;3;33590;129;8;261;9;252;\N
1061;LA;CAMO_10275;CAMO;80410;MONTCLAIR;CA;DC;10275;10275;CHANDLER;AZ;WB;363;10;0;0;31484;131;\N;240;10;230;\N
1055;LA;CAMO_60426;CAMO;80410;MONTCLAIR;CA;DC;60426;60426;FRESNO;CA;WS;340;6;0;0;16790;130;\N;129;6;123;\N
1042;LA;CAMO_00414;CAMO;80410;MONTCLAIR;CA;DC;414;414;BAKERSFIELD;CA;NE;160;0;0;0;12617;104;\N;121;\N;121;\N
1052;LA;CAMO_10202;CAMO;80410;MONTCLAIR;CA;DC;10202;10202;KINGMAN;AZ;WS;285;6;0;6;11790;133;5;89;6;83;\N
1045;LA;CAMO_00415;CAMO;80410;MONTCLAIR;CA;DC;415;415;BLYTHE;CA;WS;203;2;0;5;4616;141;2;33;2;31;\N
1032;LA;CAMO_10494;CAMO;80410;MONTCLAIR;CA;DC;10494;10494;MORENO;CA;NE;52;0;0;0;100;104;\N;1;\N;1;\N
1054;LA;CAMO_00208;CAMO;80410;MONTCLAIR;CA;DC;208;208;PHOENIX;AZ;NE;337;0;0;0;25;135;\N;0;\N;0;\N
1065;LA;FPK2_CAMO;FPK2;10230;TEMPE;AZ;MB;CAMO;80410;MONTCLAIR;CA;BR;370;0;0;0;6089;135;\N;45;\N;45;\N
1164;LA;RPS4_20494;RPS4;10401;CARSON(G&D WHSE);CA;DC;20494;20494;S SAN FRANCISCO;CA;WS;393;0;0;0;25078;115;\N;218;\N;218;\N
1163;LA;RPS4_20460;RPS4;10401;CARSON(G&D WHSE);CA;DC;20460;20460;OAKLAND;CA;BB;390;0;0;0;21504;113;\N;190;\N;190;\N
1143;LA;RPS4_10475;RPS4;10401;CARSON(G&D WHSE);CA;DC;10475;10475;SAN DIEGO;CA;BB;103;0;0;0;20969;110;\N;190;\N;190;\N
1166;LA;RPS4_90489;RPS4;10401;CARSON(G&D WHSE);CA;DC;90489;90489;SACRAMENTO;CA;WS;397;0;0;0;20779;108;\N;193;\N;193;\N
1161;LA;RPS4_10261;RPS4;10401;CARSON(G&D WHSE);CA;DC;10261;10261;PHOENIX;AZ;WS;375;0;0;0;16531;107;\N;154;\N;154;\N
1167;LA;RPS4_10275;RPS4;10401;CARSON(G&D WHSE);CA;DC;10275;10275;CHANDLER;AZ;WB;400;0;0;0;15260;107;\N;142;\N;142;\N
1141;LA;RPS4_10403;RPS4;10401;CARSON(G&D WHSE);CA;DC;10403;10403;SAN MARCOS;CA;WS;86;0;0;0;11032;106;\N;104;\N;104;\N
1139;LA;RPS4_60400;RPS4;10401;CARSON(G&D WHSE);CA;DC;60400;60400;RIVERSIDE;CA;BB;62;0;0;0;10301;106;\N;97;\N;97;\N
1165;LA;RPS4_20458;RPS4;10401;CARSON(G&D WHSE);CA;DC;20458;20458;ANTIOCH;CA;WS;397;0;0;0;9249;109;\N;85;\N;85;\N
1160;LA;RPS4_20445;RPS4;10401;CARSON(G&D WHSE);CA;DC;20445;20445;MILPITAS;CA;WS;362;0;0;0;8472;112;\N;76;\N;76;\N
1140;LA;RPS4_30457;RPS4;10401;CARSON(G&D WHSE);CA;DC;30457;30457;OXNARD;CA;WB;73;0;0;0;7107;108;\N;66;\N;66;\N
1159;LA;RPS4_20499;RPS4;10401;CARSON(G&D WHSE);CA;DC;20499;20499;WATSONVILLE;CA;WS;344;0;0;0;6474;109;\N;59;\N;59;\N
1145;LA;RPS4_50410;RPS4;10401;CARSON(G&D WHSE);CA;DC;50410;50410;BAKERSFIELD;CA;WS;125;0;0;0;2316;102;\N;23;\N;23;\N
1142;LA;RPS4_00406;RPS4;10401;CARSON(G&D WHSE);CA;DC;406;406;ADELANTO;CA;WS;95;0;0;0;1722;103;\N;17;\N;17;\N
1147;LA;RPS4_30455;RPS4;10401;CARSON(G&D WHSE);CA;DC;30455;30455;SANTA MARIA;CA;WB;182;0;0;0;1496;102;\N;15;\N;15;\N
1150;LA;RPS4_40467;RPS4;10401;CARSON(G&D WHSE);CA;DC;40467;40467;SANTA MARGARITA;CA;WB;223;0;0;0;1182;101;\N;12;\N;12;\N
1148;LA;RPS4_60424;RPS4;10401;CARSON(G&D WHSE);CA;DC;60424;60424;VISALIA;CA;WS;201;0;0;0;790;101;\N;8;\N;8;\N
1206;MERR;MERR_31804;MERR;22800;MERRIMACK;NH;BRWY;31804;31804;BANGOR;ME;WS;229;92;689;100;81698;156;524;524;781;\N;\N
1196;MERR;MERR_31891;MERR;22800;MERRIMACK;NH;BRWY;31891;31891;OAKLAND;ME;WS;173;52;120;48;55898;156;170;358;172;186;\N
1228;MERR;MERR_83167;MERR;22800;MERRIMACK;NH;BRWY;83167;83167;OSWEGO;NY;WS;313;0;0;0;3930;143;\N;28;\N;28;\N
1193;MERR;MERR_12012;MERR;22800;MERRIMACK;NH;BRWY;12012;12012;NORTH DARTMOUTH;MA;NE;158;1;0;0;3042;163;\N;19;1;18;\N
1227;MERR;MERR_83151;MERR;22800;MERRIMACK;NH;BRWY;83151;83151;MASSENA;NY;WS;308;0;0;0;2504;145;\N;17;\N;17;\N
1231;MERR;MERR_23762;MERR;22800;MERRIMACK;NH;BRWY;23762;23762;HATFIELD;PA;WS;322;0;0;0;2124;120;\N;18;\N;18;\N
1211;MERR;MERR_73175;MERR;22800;MERRIMACK;NH;BRWY;73175;73175;WESTMORELAND;NY;WS;243;0;0;0;1073;130;\N;8;\N;8;\N
1186;MERR;MERR_02010;MERR;22800;MERRIMACK;NH;BRWY;2010;2010;WESTFIELD;MA;NE;109;0;0;0;926;135;\N;7;\N;7;\N
1175;MERR;MERR_02006;MERR;22800;MERRIMACK;NH;BRWY;2006;2006;DANVERS;MA;NE;74;2;0;0;674;124;\N;5;2;3;\N
1236;MERR;MERR_22901;MERR;22800;MERRIMACK;NH;BRWY;22901;22901;PLEASANTVILLE;NJ;WS;341;0;0;0;525;111;\N;5;\N;5;\N
1229;MERR;MERR_53736;MERR;22800;MERRIMACK;NH;BRWY;53736;53736;PITTSTON;PA;WS;316;0;0;0;463;121;\N;4;\N;4;\N
1180;MERR;MERR_12806;MERR;22800;MERRIMACK;NH;BRWY;12806;12806;PORTSMOUTH;NH;NE;93;0;0;0;158;117;\N;1;\N;1;\N
1208;MERR;MERR_32960;MERR;22800;MERRIMACK;NH;BRWY;32960;32960;CARLSTADT;NJ;WS;234;0;0;0;49;109;\N;0;\N;0;\N
1222;MERR;MERR_22986;MERR;22800;MERRIMACK;NH;BRWY;22986;22986;ROBBINSVILLE;NJ;WS;286;0;0;0;43;119;\N;0;\N;0;\N
1235;MERR;MERR_23125;MERR;22800;MERRIMACK;NH;BRWY;23125;23125;ELMIRA;NY;WS;336;0;0;0;26;105;\N;0;\N;0;\N
1333;NWK;NWK_43168;NWK;92900;NEWARK;NJ;BRWY;43168;43168;EAST YAPHANK;NY;WS;83;161;0;0;194294;145;\N;1341;161;1180;\N
1370;NWK;NWK_13733;NWK;92900;NEWARK;NJ;BRWY;13733;13733;HARRISBURG;PA;WS;169;40;369;100;59260;159;374;374;409;\N;\N
1373;NWK;NWK_13797;NWK;92900;NEWARK;NJ;BRWY;13797;13797;YORK;PA;WS;171;69;180;100;32935;165;200;200;249;\N;\N
1375;NWK;NWK_43782;NWK;92900;NEWARK;NJ;BRWY;43782;43782;MONTANDON;PA;WS;171;1;209;100;31776;164;194;194;210;\N;\N
1360;NWK;NWK_41905;NWK;92900;NEWARK;NJ;BRWY;41905;41905;ELKTON;MD;WS;134;8;122;100;17225;166;104;104;130;\N;\N
1466;NWK;NWK_33768;NWK;92900;NEWARK;NJ;BRWY;33768;33768;PITTSBURGH;PA;WS;374;0;0;0;15722;136;\N;115;\N;115;\N
1437;NWK;NWK_64407;NWK;92900;NEWARK;NJ;BRWY;64407;64407;SOUTH BURLINGTON;VT;WS;296;0;0;0;14058;156;\N;90;\N;90;\N
1448;NWK;NWK_41865;NWK;92900;NEWARK;NJ;BRWY;41865;41865;SOUTH PORTLAND;ME;WS;323;0;0;0;12315;149;\N;82;\N;82;\N
1335;NWK;NWK_00618;NWK;92900;NEWARK;NJ;BRWY;618;618;ORANGE;CT;NE;90;1;0;0;10913;109;\N;100;1;99;\N
1453;NWK;NWK_41826;NWK;92900;NEWARK;NJ;BRWY;41826;41826;LEWISTON;ME;WB;353;0;2;0;9772;153;\N;64;2;62;\N
1420;NWK;NWK_73175;NWK;92900;NEWARK;NJ;BRWY;73175;73175;WESTMORELAND;NY;WS;248;0;0;0;7287;152;\N;48;\N;48;\N
1473;NWK;NWK_31891;NWK;92900;NEWARK;NJ;BRWY;31891;31891;OAKLAND;ME;WS;394;0;0;0;6115;153;\N;40;\N;40;\N
1460;NWK;NWK_03142;NWK;92900;NEWARK;NJ;BRWY;3142;3142;JAMESTOWN;NY;WS;365;1;2;0;6094;158;\N;39;3;36;\N
1443;NWK;NWK_63124;NWK;92900;NEWARK;NJ;BRWY;63124;63124;WEST HENRIETTA;NY;WS;305;0;0;0;6008;129;\N;46;\N;46;\N
1339;NWK;NWK_00606;NWK;92900;NEWARK;NJ;BRWY;606;606;WEST HAVEN;CT;NE;93;1;0;0;5869;102;\N;58;1;57;\N
1435;NWK;NWK_83167;NWK;92900;NEWARK;NJ;BRWY;83167;83167;OSWEGO;NY;WS;278;0;0;0;5430;146;\N;37;\N;37;\N
1422;NWK;NWK_72076;NWK;92900;NEWARK;NJ;BRWY;72076;72076;DANVERS;MA;WS;251;0;0;0;5360;129;\N;41;\N;41;\N
1430;NWK;NWK_13106;NWK;92900;NEWARK;NJ;BRWY;13106;13106;LIVERPOOL;NY;WS;272;0;0;0;4949;134;\N;37;\N;37;\N
1349;NWK;NWK_00612;NWK;92900;NEWARK;NJ;BRWY;612;612;YALESVILLE;CT;NE;111;0;0;0;4564;100;\N;45;\N;45;\N
1421;NWK;NWK_BLDV;NWK;92900;NEWARK;NJ;BRWY;BLDV;23100;BALDWINSVILLE;NY;BR;250;7;348;100;4273;135;32;32;355;\N;\N
1362;NWK;NWK_00608;NWK;92900;NEWARK;NJ;BRWY;608;608;NEW LONDON;CT;NE;149;0;0;0;3949;106;\N;37;\N;37;\N
1327;NWK;NWK_03166;NWK;92900;NEWARK;NJ;BRWY;3166;3166;LINDENHURST;NY;NE;69;0;0;0;3743;135;\N;28;\N;28;\N
1361;NWK;NWK_13742;NWK;92900;NEWARK;NJ;BRWY;13742;13742;BETHLEHEM;PA;NE;135;0;0;0;3238;127;\N;26;\N;26;\N
1424;NWK;NWK_03150;NWK;92900;NEWARK;NJ;BRWY;3150;3150;NEW YORK MILLS;NY;NE;261;0;0;0;3023;105;\N;29;\N;29;\N
1387;NWK;NWK_03102;NWK;92900;NEWARK;NJ;BRWY;3102;3102;MECHANICVILLE;NY;NE;186;2;0;0;2936;100;\N;29;2;27;\N
1354;NWK;NWK_03786;NWK;92900;NEWARK;NJ;BRWY;3786;3786;OLD FORGE;PA;NE;120;0;0;0;2738;100;\N;27;\N;27;\N
1464;NWK;NWK_83151;NWK;92900;NEWARK;NJ;BRWY;83151;83151;MASSENA;NY;WS;372;0;0;0;2622;144;\N;18;\N;18;\N
1481;NWK;NWK_94551;NWK;92900;NEWARK;NJ;BRWY;94551;94551;LYNCHBURG;VA;WB;400;0;0;0;2553;159;\N;16;\N;16;\N
1346;NWK;NWK_03107;NWK;92900;NEWARK;NJ;BRWY;3107;3107;NEW PALTZ;NY;NE;104;1;0;0;2461;135;\N;18;1;17;\N
1374;NWK;NWK_41902;NWK;92900;NEWARK;NJ;BRWY;41902;41902;NOTTINGHAM;MD;WS;171;0;159;100;2320;162;14;14;159;\N;\N
1383;NWK;NWK_03734;NWK;92900;NEWARK;NJ;BRWY;3734;3734;PAXINOS;PA;NE;177;0;0;0;2221;100;\N;22;\N;22;\N
1337;NWK;NWK_03778;NWK;92900;NEWARK;NJ;BRWY;3778;3778;PHILADELPHIA;PA;NE;91;0;0;0;2038;135;\N;15;\N;15;\N
1438;NWK;NWK_33742;NWK;92900;NEWARK;NJ;BRWY;33742;33742;JOHNSTOWN;PA;WS;297;0;0;0;1917;154;\N;12;\N;12;\N
1358;NWK;NWK_00610;NWK;92900;NEWARK;NJ;BRWY;610;610;EAST HARTFORD;CT;NE;130;0;0;0;1864;135;\N;14;\N;14;\N
1465;NWK;NWK_33710;NWK;92900;NEWARK;NJ;BRWY;33710;33710;CANONSBURG;PA;WS;373;0;0;0;1810;143;\N;13;\N;13;\N
1380;NWK;NWK_03804;NWK;92900;NEWARK;NJ;BRWY;3804;3804;WEST GREENWICH;RI;NE;176;0;0;0;1649;135;\N;12;\N;12;\N
1472;NWK;NWK_03722;NWK;92900;NEWARK;NJ;BRWY;3722;3722;ERIE;PA;WS;390;0;0;0;1587;153;\N;10;\N;10;\N
1388;NWK;NWK_03802;NWK;92900;NEWARK;NJ;BRWY;3802;3802;WEST GREENWICH;RI;NE;187;1;0;0;1548;135;\N;11;1;10;\N
1471;NWK;NWK_33496;NWK;92900;NEWARK;NJ;BRWY;33496;33496;AUSTINTOWN;OH;WS;386;0;0;0;1315;159;\N;8;\N;8;\N
1399;NWK;NWK_41901;NWK;92900;NEWARK;NJ;BRWY;41901;41901;ANNAPOLIS;MD;WS;206;6;57;100;867;151;6;6;63;\N;\N
1458;NWK;NWK_94577;NWK;92900;NEWARK;NJ;BRWY;94577;94577;VERONA;VA;WS;359;0;0;0;636;158;\N;4;\N;4;\N
1457;NWK;NWK_84512;NWK;92900;NEWARK;NJ;BRWY;84512;84512;CHARLOTTESVILLE;VA;WB;358;0;0;0;607;149;\N;4;\N;4;\N
1459;NWK;NWK_03160;NWK;92900;NEWARK;NJ;BRWY;3160;3160;WEST SENECA;NY;NE;363;0;0;0;480;135;\N;4;\N;4;\N
1364;NWK;NWK_03180;NWK;92900;NEWARK;NJ;BRWY;3180;3180;LAKE HUNTINGTON;NY;NE;154;0;0;0;476;103;\N;5;\N;5;\N
1454;NWK;NWK_74562;NWK;92900;NEWARK;NJ;BRWY;74562;74562;CHESAPEAKE;VA;WS;354;0;0;0;464;144;\N;3;\N;3;\N
1432;NWK;NWK_64524;NWK;92900;NEWARK;NJ;BRWY;64524;64524;WINCHESTER;VA;WB;276;0;0;0;428;148;\N;3;\N;3;\N
1350;NWK;NWK_00604;NWK;92900;NEWARK;NJ;BRWY;604;604;LITCHFIELD;CT;NE;111;0;0;0;372;135;\N;3;\N;3;\N
1351;NWK;NWK_00621;NWK;92900;NEWARK;NJ;BRWY;621;621;NORTH HAVEN;CT;NE;113;0;0;0;362;111;\N;3;\N;3;\N
1330;NWK;NWK_03164;NWK;92900;NEWARK;NJ;BRWY;3164;3164;BLAUVELT;NY;NE;80;0;0;0;324;108;\N;3;\N;3;\N
1368;NWK;NWK_13705;NWK;92900;NEWARK;NJ;BRWY;13705;13705;EASTON;PA;NE;168;0;55;0;292;103;\N;3;55;\N;\N
1405;NWK;NWK_03130;NWK;92900;NEWARK;NJ;BRWY;3130;3130;PINE CITY;NY;NE;215;0;0;0;234;102;\N;2;\N;2;\N
1419;NWK;NWK_13739;NWK;92900;NEWARK;NJ;BRWY;13739;13739;STATE COLLEGE;PA;NE;245;0;0;0;226;135;\N;2;\N;2;\N
1475;NWK;NWK_54792;NWK;92900;NEWARK;NJ;BRWY;54792;54792;WHEELING;WV;WS;394;0;0;0;225;156;\N;1;\N;1;\N
1412;NWK;NWK_61915;NWK;92900;NEWARK;NJ;BRWY;61915;61915;HAGERSTOWN;MD;WS;234;0;33;100;215;145;1;1;33;\N;\N
1474;NWK;NWK_54727;NWK;92900;NEWARK;NJ;BRWY;54727;54727;BEECH BOTTOM;WV;WS;394;0;0;0;134;159;\N;1;\N;1;\N
1449;NWK;NWK_84569;NWK;92900;NEWARK;NJ;BRWY;84569;84569;RICHMOND;VA;WS;329;0;2;100;127;146;1;1;2;\N;\N
1470;NWK;NWK_73222;NWK;92900;NEWARK;NJ;BRWY;73222;73222;ELIZABETH CITY;NC;WS;384;0;0;0;126;158;\N;1;\N;1;\N
1463;NWK;NWK_44756;NWK;92900;NEWARK;NJ;BRWY;44756;44756;MORGANTOWN;WV;WS;369;0;0;0;122;160;\N;1;\N;1;\N
1394;NWK;NWK_03812;NWK;92900;NEWARK;NJ;BRWY;3812;3812;CRANSTON;RI;NE;202;0;0;0;89;107;\N;1;\N;1;\N
1342;NWK;NWK_23764;NWK;92900;NEWARK;NJ;BRWY;23764;23764;PHILADELPHIA;PA;IA;97;27;0;100;63;135;0;0;27;\N;\N
1433;NWK;NWK_03104;NWK;92900;NEWARK;NJ;BRWY;3104;3104;EAST SYRACUSE;NY;NE;277;0;0;0;57;105;\N;1;\N;1;\N
1413;NWK;NWK_00605;NWK;92900;NEWARK;NJ;BRWY;605;605;DAYVILLE;CT;NE;236;0;0;0;56;104;\N;1;\N;1;\N
1326;NWK;NWK_43121;NWK;92900;NEWARK;NJ;BRWY;43121;43121;MELVILLE;NY;IA;52;7;0;100;35;144;0;0;7;\N;\N
1478;NWK;NWK_44716;NWK;92900;NEWARK;NJ;BRWY;44716;44716;CLARKSBURG;WV;WS;399;0;0;0;14;161;\N;0;\N;0;\N
1480;NWK;NWK_03126;NWK;92900;NEWARK;NJ;BRWY;3126;3126;OGDENSBURG;NY;NE;400;1;0;0;11;102;\N;0;1;\N;\N
